-3.0600e-04	 4.7425e-03	-6.0876e-03
-3.9421e-03	-5.1270e-03	-1.1800e-02
-8.6173e-03	-1.1100e-02	-1.0239e-02
-1.6029e-03	-4.0848e-03	-5.3010e-03
-2.1218e-03	-8.4992e-03	-9.4548e-03
-1.0434e-02	-1.4992e-02	-1.0751e-02
-1.3413e-03	-5.3788e-03	-7.6315e-03
-3.1590e-03	-2.7795e-03	-8.1486e-03
-8.6135e-03	-1.0571e-02	-8.1462e-03
-5.7554e-03	-4.3349e-03	-6.8449e-03
-8.3525e-03	-5.1126e-03	-9.9597e-03
-8.0920e-03	-9.2672e-03	-8.3986e-03
-3.9351e-03	-3.5507e-03	-6.5778e-03
-4.4540e-03	-7.1859e-03	-9.4328e-03
-8.0901e-03	-9.2624e-03	-6.0534e-03
-4.1930e-03	-5.3643e-03	-6.8302e-03
-6.2705e-03	-8.4799e-03	-8.9059e-03
-1.0166e-02	-8.9978e-03	-9.9425e-03
-5.7497e-03	-1.0295e-02	-1.3577e-02
-5.7491e-03	-1.0553e-02	-1.2276e-02
-5.7484e-03	-6.9148e-03	-1.2533e-02
-6.7869e-03	-5.6144e-03	-8.8937e-03
-6.2667e-03	-6.1323e-03	-9.6705e-03
-8.0844e-03	-1.8340e-02	-1.3305e-02
-3.6677e-03	-9.5061e-03	-7.5875e-03
-4.1866e-03	 3.2241e-03	-5.7667e-03
-1.0161e-02	-7.9443e-03	-1.0180e-02
-1.5877e-03	-7.1634e-03	-1.2516e-02
-4.7043e-03	-4.8238e-03	-7.5777e-03
-1.0938e-02	-8.7187e-03	-6.7960e-03
-7.5604e-03	-4.5608e-03	-1.0950e-02
-3.1437e-03	-5.8581e-03	-9.3888e-03
-6.0006e-03	-8.7139e-03	-7.3082e-03
-7.5585e-03	 3.7957e-04	-7.8253e-03
 1.0144e-03	-2.2165e-03	-9.6412e-03
-3.6607e-03	-7.6700e-03	-9.6387e-03
-9.8945e-03	-6.1098e-03	-9.1168e-03
-2.3606e-03	-1.0264e-02	-8.8545e-03
-6.2565e-03	-1.0782e-02	-1.0411e-02
-1.3010e-02	-7.1440e-03	-1.0928e-02
-5.4035e-04	-1.1678e-03	-4.6909e-03
-6.5144e-03	-1.7012e-02	-8.8448e-03
