        Time          VdatE          VdatN          VdatZ         BlerrE         BlerrN         BlerrZ      VelocityE      VelocityN      VelocityZ  DisplacementE  DisplacementN  DisplacementZ
       0.000  3.5917805E-03 -2.1989805E-03  1.5510078E-03  3.6978093E-03 -2.2316466E-03  1.5194573E-03 -1.0602882E-04  3.2666107E-05  3.1550458E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00
       0.100  3.5970323E-03 -2.1950829E-03  1.5493649E-03  3.7004352E-03 -2.2296978E-03  1.5186359E-03 -1.0340292E-04  3.4614879E-05  3.0729012E-05 -1.0340292E-05  3.4614879E-06  3.0729012E-06
       0.200  3.6016969E-03 -2.1992969E-03  1.5462462E-03  3.7027675E-03 -2.2318048E-03  1.5170765E-03 -1.0107063E-04  3.2507892E-05  2.9169685E-05 -2.0447355E-05  6.7122770E-06  5.9898696E-06
       0.300  3.6144245E-03 -2.2027847E-03  1.5433821E-03  3.7091313E-03 -2.2335487E-03  1.5156445E-03 -9.4706819E-05  3.0763974E-05  2.7737635E-05 -2.9918037E-05  9.7886744E-06  8.7636332E-06
       0.400  3.6138934E-03 -2.2028343E-03  1.5440455E-03  3.7088658E-03 -2.2335735E-03  1.5159762E-03 -9.4972357E-05  3.0739202E-05  2.8069309E-05 -3.9415273E-05  1.2862595E-05  1.1570564E-05
       0.500  3.6234831E-03 -2.2072545E-03  1.5409885E-03  3.7136606E-03 -2.2357836E-03  1.5144477E-03 -9.0177522E-05  2.8529104E-05  2.6540842E-05 -4.8433025E-05  1.5715505E-05  1.4224648E-05
       0.600  3.6313162E-03 -2.2142683E-03  1.5409914E-03  3.7175771E-03 -2.2392905E-03  1.5144491E-03 -8.6260986E-05  2.5022186E-05  2.6542273E-05 -5.7059124E-05  1.8217723E-05  1.6878876E-05
       0.700  3.6303327E-03 -2.2082120E-03  1.5416229E-03  3.7170854E-03 -2.2362623E-03  1.5147649E-03 -8.6752731E-05  2.8050357E-05  2.6858024E-05 -6.5734397E-05  2.1022759E-05  1.9564678E-05
       0.800  3.6423689E-03 -2.2141948E-03  1.5356819E-03  3.7231035E-03 -2.2392538E-03  1.5117944E-03 -8.0734592E-05  2.5058939E-05  2.3887504E-05 -7.3807856E-05  2.3528653E-05  2.1953428E-05
       0.900  3.6479731E-03 -2.2124842E-03  1.5359334E-03  3.7259056E-03 -2.2383985E-03  1.5119201E-03 -7.7932487E-05  2.5914240E-05  2.4013288E-05 -8.1601105E-05  2.6120077E-05  2.4354757E-05
       1.000  3.6580866E-03 -2.2167341E-03  1.5339145E-03  3.7309623E-03 -2.2405234E-03  1.5109107E-03 -7.2875782E-05  2.3789283E-05  2.3003830E-05 -8.8888683E-05  2.8499005E-05  2.6655140E-05
       1.100  3.6585882E-03 -2.2182006E-03  1.5300923E-03  3.7312131E-03 -2.2412566E-03  1.5089996E-03 -7.2624977E-05  2.3056053E-05  2.1092731E-05 -9.6151181E-05  3.0804611E-05  2.8764413E-05
       1.200  3.6713146E-03 -2.2177252E-03  1.5274597E-03  3.7375764E-03 -2.2410189E-03  1.5076833E-03 -6.6261752E-05  2.3293755E-05  1.9776402E-05 -1.0277736E-04  3.3133986E-05  3.0742053E-05
       1.300  3.6740553E-03 -2.2211994E-03  1.5300846E-03  3.7389467E-03 -2.2427561E-03  1.5089957E-03 -6.4891387E-05  2.1556637E-05  2.1088873E-05 -1.0926649E-04  3.5289650E-05  3.2850941E-05
