        Time          VdatE          VdatN          VdatZ         BlerrE         BlerrN         BlerrZ      VelocityE      VelocityN      VelocityZ  DisplacementE  DisplacementN  DisplacementZ
       0.000 -1.5729498E-02  3.5902432E-03  5.6386049E-03 -1.5707967E-02  3.6605712E-03  5.6680501E-03 -2.1530354E-05 -7.0327973E-05 -2.9445222E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00
       0.100 -1.5737482E-02  3.5969816E-03  5.6435051E-03 -1.5711960E-02  3.6639404E-03  5.6705002E-03 -2.5522797E-05 -6.6958776E-05 -2.6995126E-05 -2.5522797E-06 -6.6958776E-06 -2.6995126E-06
       0.200 -1.5728387E-02  3.5988711E-03  5.6411681E-03 -1.5707412E-02  3.6648851E-03  5.6693317E-03 -2.0974980E-05 -6.6014050E-05 -2.8163619E-05 -4.6497777E-06 -1.3297283E-05 -5.5158745E-06
       0.300 -1.5727150E-02  3.6051467E-03  5.6436431E-03 -1.5706793E-02  3.6680229E-03  5.6705692E-03 -2.0356383E-05 -6.2876253E-05 -2.6926082E-05 -6.6854160E-06 -1.9584908E-05 -8.2084827E-06
       0.400 -1.5731321E-02  3.6078383E-03  5.6479809E-03 -1.5708879E-02  3.6693687E-03  5.6727381E-03 -2.2442243E-05 -6.1530454E-05 -2.4757226E-05 -8.9296403E-06 -2.5737953E-05 -1.0684205E-05
       0.500 -1.5725763E-02  3.6137776E-03  5.6455834E-03 -1.5706100E-02  3.6723384E-03  5.6715394E-03 -1.9662917E-05 -5.8560807E-05 -2.5955950E-05 -1.0895932E-05 -3.1594034E-05 -1.3279800E-05
       0.600 -1.5733905E-02  3.6142349E-03  5.6496924E-03 -1.5710171E-02  3.6725670E-03  5.6735938E-03 -2.3733940E-05 -5.8332151E-05 -2.3901463E-05 -1.3269326E-05 -3.7427249E-05 -1.5669947E-05
       0.700 -1.5730243E-02  3.6226208E-03  5.6497647E-03 -1.5708340E-02  3.6767600E-03  5.6736300E-03 -2.1903153E-05 -5.4139204E-05 -2.3865287E-05 -1.5459641E-05 -4.2841169E-05 -1.8056475E-05
       0.800 -1.5729226E-02  3.6291305E-03  5.6531430E-03 -1.5707831E-02  3.6800149E-03  5.6753192E-03 -2.1394496E-05 -5.0884337E-05 -2.2176130E-05 -1.7599091E-05 -4.7929603E-05 -2.0274088E-05
       0.900 -1.5734057E-02  3.6204810E-03  5.6549951E-03 -1.5710247E-02  3.6756901E-03  5.6762452E-03 -2.3810109E-05 -5.5209110E-05 -2.1250113E-05 -1.9980102E-05 -5.3450514E-05 -2.2399100E-05
       1.000 -1.5734309E-02  3.6295647E-03  5.6607179E-03 -1.5710373E-02  3.6802320E-03  5.6791066E-03 -2.3935903E-05 -5.0667234E-05 -1.8388687E-05 -2.2373692E-05 -5.8517238E-05 -2.4237968E-05
       1.100 -1.5732745E-02  3.6325972E-03  5.6610860E-03 -1.5709591E-02  3.6817482E-03  5.6792907E-03 -2.3154187E-05 -4.9150987E-05 -1.8204640E-05 -2.4689111E-05 -6.3432336E-05 -2.6058432E-05
       1.200 -1.5732256E-02  3.6391302E-03  5.6621870E-03 -1.5709346E-02  3.6850147E-03  5.6798411E-03 -2.2909523E-05 -4.5884480E-05 -1.7654153E-05 -2.6980063E-05 -6.8020784E-05 -2.7823848E-05
       1.300 -1.5733406E-02  3.6475825E-03  5.6662804E-03 -1.5709921E-02  3.6892409E-03  5.6818878E-03 -2.3484588E-05 -4.1658333E-05 -1.5607457E-05 -2.9328522E-05 -7.2186618E-05 -2.9384593E-05
       1.400 -1.5735881E-02  3.6509327E-03  5.6664627E-03 -1.5711159E-02  3.6909159E-03  5.6819790E-03 -2.4722281E-05 -3.9983257E-05 -1.5516320E-05 -3.1800750E-05 -7.6184943E-05 -3.0936225E-05
       1.500 -1.5729506E-02  3.6475994E-03  5.6713313E-03 -1.5707971E-02  3.6892493E-03  5.6844133E-03 -2.1534484E-05 -4.1649913E-05 -1.3081993E-05 -3.3954198E-05 -8.0349935E-05 -3.2244425E-05
       1.600 -1.5732183E-02  3.6578242E-03  5.6712221E-03 -1.5709310E-02  3.6943617E-03  5.6843587E-03 -2.2872827E-05 -3.6537496E-05 -1.3136586E-05 -3.6241481E-05 -8.4003684E-05 -3.3558083E-05
       1.700 -1.5730217E-02  3.6517511E-03  5.6730383E-03 -1.5708327E-02  3.6913251E-03  5.6852668E-03 -2.1889991E-05 -3.9574047E-05 -1.2228519E-05 -3.8430480E-05 -8.7961089E-05 -3.4780935E-05
       1.800 -1.5722353E-02  3.6583506E-03  5.6720729E-03 -1.5704395E-02  3.6946249E-03  5.6847841E-03 -1.7957823E-05 -3.6274280E-05 -1.2711197E-05 -4.0226262E-05 -9.1588517E-05 -3.6052055E-05
       1.900 -1.5733717E-02  3.6661736E-03  5.6751664E-03 -1.5710077E-02  3.6985364E-03  5.6863309E-03 -2.3639976E-05 -3.2362804E-05 -1.1164430E-05 -4.2590260E-05 -9.4824797E-05 -3.7168498E-05
       2.000 -1.5719520E-02  3.6732591E-03  5.6774242E-03 -1.5702979E-02  3.7020791E-03  5.6874598E-03 -1.6541639E-05 -2.8820061E-05 -1.0035538E-05 -4.4244424E-05 -9.7706803E-05 -3.8172052E-05
       2.100 -1.5722919E-02  3.6735977E-03  5.6740135E-03 -1.5704678E-02  3.7022484E-03  5.6857544E-03 -1.8241119E-05 -2.8650754E-05 -1.1740911E-05 -4.6068536E-05 -1.0057188E-04 -3.9346143E-05
